image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/3-6-f2026008832-1784029172__p001.png,3-6 F2026008832-1784029172.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,2141.273,249.719,29.399,-0.250,0.617,no,no,accepted,,e72fafecae2938fadb48e7a024baee8b858c64157dbfae7290376b0f894d3f78,0.035504,,keep,,yes
images/3-6-f2026008832-1784029172__p002.png,3-6 F2026008832-1784029172.pdf,2,pdf,1654,2339,0,0.918,no,0.000,no,no,3625.819,247.723,34.577,-0.000,0.621,no,no,accepted,,57b6b6277bbc2bc2ce381836ebe8b8e21a11dd937fc7f87b2345c3d6b584c801,0.047006,,keep,,yes
images/3-6-f2026008832-1784029172__p003.png,3-6 F2026008832-1784029172.pdf,3,pdf,1654,2339,0,0.926,no,0.000,no,no,3561.642,247.718,33.798,-0.000,0.633,no,no,accepted,,97479d13f98e5d0d720f753f4590d58f7d7d6bc01de85934043dec5badc6aa4e,0.049358,,keep,,yes
images/3-6-f2026008832-1784029172__p004.png,3-6 F2026008832-1784029172.pdf,4,pdf,1654,2339,0,0.792,no,0.000,no,no,1262.965,251.510,23.961,-0.000,0.610,no,no,review,overexposed,4e4725f7661254b4a54375dce35a36470a673160c53e4f010ecd8946bfd6edc3,0.024432,,review,,yes
images/3-6-invoice-0126010795972__p001.png,3-6 invoice__0126010795972.pdf,1,pdf,1653,2339,0,0.889,no,0.591,no,no,3877.888,232.475,52.783,-0.000,0.723,no,no,review,document_contour_uncertain,a4f1f9ebdb8d9459fa943ffbe1068fc4ddbbbdac2c455f91e470c8a12fcd7a19,0.151413,,review,,yes
images/3-6-invoice-0126010795972__p002.png,3-6 invoice__0126010795972.pdf,2,pdf,1653,2339,0,0.923,no,0.000,no,no,5755.403,242.118,39.326,-0.000,0.884,no,no,accepted,,70584088bfcf36988312fdcb1f17c4a0a0a0068a6fcd633c83a7311acbffecda,0.085727,,keep,,yes
images/30-1-dipro-pneu__p001.png,30-1 DIPRO PNEU.pdf,1,pdf,1654,2339,0,0.898,no,0.623,no,no,3765.057,241.950,43.946,-0.000,0.809,no,no,review,document_contour_uncertain,eb316f44914e973c86117e89e8b1fd575d4501cf4644f4911321a04458ec9278,0.079551,,review,,yes
images/3017073688981754-payment__p001.png,3017073688981754_payment.pdf,1,pdf,2250,3050,0,0.926,no,0.000,no,no,2239.060,250.998,23.113,-0.000,0.730,no,no,review,overexposed,3c3ace48d26a649bd4a3fb5364ba187bcf7a20adc7bf60e0e5fd849c42c22b6b,0.023483,,review,,yes
images/3017117264071754-payment__p001.png,3017117264071754_payment.pdf,1,pdf,2250,3050,0,0.925,no,0.000,no,no,2099.837,251.125,22.663,-0.250,0.640,no,no,review,overexposed,1bc3e7688326bef15e80c7c36a227858431693c5a3582721ac599cafe0503155,0.022692,,review,,yes
images/3017165176731754-payment__p001.png,3017165176731754_payment.pdf,1,pdf,2250,3050,0,0.924,no,0.000,no,no,2113.475,251.116,22.680,-0.000,0.719,no,no,review,overexposed,2b0a331335e5827175c001f5a43ec96a354232087370c596102e114878a6315c,0.022757,,review,,yes
images/3017191982541754-payment__p001.png,3017191982541754_payment.pdf,1,pdf,2250,3050,0,0.923,no,0.000,no,no,2248.830,250.978,23.138,-0.000,0.741,no,no,review,overexposed,004a04477f988a9032efe1e926a3dcb36551153044bb84d47c2cce681a99ece5,0.023641,,review,,yes
images/31-1-dipro-pneu__p001.png,31-1 DIPRO PNEU.pdf,1,pdf,1654,2339,0,0.886,no,0.610,no,no,4204.639,241.470,44.741,-0.000,0.779,no,no,review,document_contour_uncertain,9f294c88d4cd9305d2581a94efcbf1f1243f78b8405753ff3d7ac44e37667ae3,0.081877,,review,,yes
images/32-1-dipro-pneu__p001.png,32-1 DIPRO PNEU.pdf,1,pdf,1654,2339,0,0.843,no,0.635,no,no,3803.765,242.043,43.994,-0.000,0.771,no,no,review,document_contour_uncertain,81785136e8b8951b5f9f1c87518a1a7e315c209ae8c8eee12e680ebe17595e28,0.077963,,review,,yes
images/33-1-5487753394-2__p001.png,33-1  5487753394 (2).pdf,1,pdf,1653,2339,0,0.916,no,0.000,no,no,4084.368,248.937,28.923,-0.000,0.719,no,no,accepted,,ef598bfd7ad1c42b46e5da604c95abf909a9d6a1759c0c6fcbeb038cfb7c0a37,0.038224,,keep,,yes
images/33-1-5487753394-2__p002.png,33-1  5487753394 (2).pdf,2,pdf,1653,2339,0,0.923,no,0.000,no,no,664.930,253.572,13.717,0.250,0.494,no,yes,review,contrast_enhanced;overexposed,dcdb4fb401adccc904f1a916bf10cd8b70ee5746e3b3516abc778f1fff47ca20,0.011188,,review,,yes
images/33-1-5487753394-2__p003.png,33-1  5487753394 (2).pdf,3,pdf,1653,2339,0,0.928,no,0.000,no,no,575.342,253.729,12.761,0.750,0.441,no,yes,review,contrast_enhanced;overexposed;skew_uncertain,064659bf2ed1afa823669c1af9cea2fbf21fc9c04a81804a23f42170b91238d0,0.010330,,review,,yes
images/34-1-2026-01-1-652-149166__p001.png,34-1  2026-01-1-652-149166.pdf,1,pdf,1654,2339,0,0.923,no,0.000,no,no,2701.717,248.065,32.073,-0.000,0.550,no,no,accepted,,c74673933820c449fa762102aa04081b4669ccf8d72b3bbc5e8b87ed349c20f7,0.048626,,keep,,yes
images/37-1-vente-remorque-dl-560-vf__p001.png,37-1 Vente Remorque DL-560-VF.pdf,1,pdf,1654,2338,0,0.923,no,0.000,no,no,3235.874,248.718,31.587,-0.000,0.749,no,no,accepted,,de8979d4047893134c9051bd18178ab65427dc452976b2453bec53bf2638f1c9,0.038213,,keep,,yes
images/3817519050-f98okput5ndp2igu1rj35vfuh6p3__p001.png,3817519050_f98okput5ndp2igu1rj35vfuh6p3.pdf,1,pdf,1091,2340,0,0.927,no,1.000,yes,yes,2317.716,223.798,59.683,-0.000,0.812,no,no,corrected,perspective_corrected;cropped,148aed870edb54388f826b54f229f19146de971adbb46a08e6b409370131afb1,0.304616,,keep,,yes
images/3817519050-f98okput5ndp2igu1rj35vfuh6p3__p002.png,3817519050_f98okput5ndp2igu1rj35vfuh6p3.pdf,2,pdf,1656,2342,0,0.920,no,0.798,no,no,2221.713,230.993,52.602,-0.000,0.869,no,no,review,document_contour_uncertain,24a9d9e81bbbf3cd5faa832d22d3b8fcfc293e673cf68c23d1c4c3d40a8f67ba,0.297850,,review,,yes
images/3817519050-f98okput5ndp2igu1rj35vfuh6p3__p003.png,3817519050_f98okput5ndp2igu1rj35vfuh6p3.pdf,3,pdf,1656,2342,0,0.923,no,0.813,no,no,2236.307,233.650,50.915,-0.000,0.831,no,no,review,document_contour_uncertain,a61eec145a6509d2424074d1a350350d1226a78f646bc9278160c913d7eb6cd3,0.280306,,review,,yes
images/3817519050-f98okput5ndp2igu1rj35vfuh6p3__p004.png,3817519050_f98okput5ndp2igu1rj35vfuh6p3.pdf,4,pdf,1656,2342,0,0.256,no,0.000,no,no,583.291,247.447,30.762,-0.000,0.663,no,no,accepted,,4b1cea8bf15b57b226cec348088019b83d7d8467b14f07661f080f8dc51d2078,0.107324,,keep,,yes
images/3817519050-f98okput5ndp2igu1rj35vfuh6p3__p005.png,3817519050_f98okput5ndp2igu1rj35vfuh6p3.pdf,5,pdf,1656,2342,0,0.925,no,0.000,no,no,4761.849,227.354,60.696,-0.000,1.000,no,no,accepted,,2991403e2ada48e5647b26214326b9a9665608c8eb72be700cf17bef368278a6,0.170605,,keep,,yes
images/3820231298-uw80v7893hdsdx48i2gw3ya63bgr__p001.png,3820231298_uw80v7893hdsdx48i2gw3ya63bgr.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4250.097,246.822,32.948,-0.000,0.764,no,no,accepted,,4faf5992b61a102485043cfb654cf7c7d500aea6ea76cb7e39a941ebf2ac8561,0.051925,,keep,,yes
images/3820231298-uw80v7893hdsdx48i2gw3ya63bgr__p002.png,3820231298_uw80v7893hdsdx48i2gw3ya63bgr.pdf,2,pdf,1654,2339,0,0.915,no,0.000,no,no,1810.719,251.774,20.046,-0.250,0.539,no,yes,review,contrast_enhanced;overexposed,2f12d1521da12b426a4e9cbdc8cd6ac61016b038ca8c6fa94c25a73daed1d12e,0.022253,,review,,yes
images/3820231299-8wqd4esc88okzzrhowjwj2ynfgqm__p001.png,3820231299_8wqd4esc88okzzrhowjwj2ynfgqm.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4246.750,246.832,32.939,-0.000,0.760,no,no,accepted,,9b2918d6d3b4c26fe483e310393fdc719afaf040f9b9eb58618ccee746fb99b7,0.051855,,keep,,yes
images/3820231299-8wqd4esc88okzzrhowjwj2ynfgqm__p002.png,3820231299_8wqd4esc88okzzrhowjwj2ynfgqm.pdf,2,pdf,1654,2339,0,0.921,no,0.000,no,no,1793.605,251.802,19.946,-0.250,0.546,no,yes,review,contrast_enhanced;overexposed,cfe37b4955acef9ae6afda989ebadce7480bba53f0944e3bb4535e328089952f,0.022055,,review,,yes
images/3820231300-9ierrn3jaco24lje5y81pvwlf1ft__p001.png,3820231300_9ierrn3jaco24lje5y81pvwlf1ft.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4249.734,246.827,32.948,-0.000,0.760,no,no,accepted,,148a3a3dfacd6fffd08eb55daa6499eaa256adf71248eb95898986701d68bfc1,0.051895,,keep,,yes
images/3820231300-9ierrn3jaco24lje5y81pvwlf1ft__p002.png,3820231300_9ierrn3jaco24lje5y81pvwlf1ft.pdf,2,pdf,1654,2339,0,0.908,no,0.000,no,no,1792.176,251.806,19.929,-0.250,0.546,no,yes,review,contrast_enhanced;overexposed,72f3b9bb06cc5698e96b7febc9fbc538adf4513bcb9ae0048fb768dcad856acb,0.022036,,review,,yes
images/3820231301-nquocdiizlk4sek156ukttapijr2__p001.png,3820231301_nquocdiizlk4sek156ukttapijr2.pdf,1,pdf,1654,2339,0,0.921,no,0.000,no,no,4252.086,246.815,32.957,-0.000,0.767,no,no,accepted,,45521505444df4ee501f5b7fcf332d4b75ca5dba0621fc3a35641304670400cb,0.051957,,keep,,yes
images/3820231301-nquocdiizlk4sek156ukttapijr2__p002.png,3820231301_nquocdiizlk4sek156ukttapijr2.pdf,2,pdf,1654,2339,0,0.923,no,0.000,no,no,1791.318,251.806,19.934,-0.250,0.546,no,yes,review,contrast_enhanced;overexposed,18ecbf3b2b78e9639ba296f40d84f44c3f86cf53c72fd42511a7eb185f6d5c00,0.022037,,review,,yes
images/3821257805-q2bf1bcupiai266yzsbbw2itqudh.png,3821257805_q2bf1bcupiai266yzsbbw2itqudh.jpeg,1,image,1284,1765,0,0.926,no,0.000,no,no,2507.686,233.601,57.582,-0.000,0.738,no,no,accepted,,2f21d241276682a7386d79a3bcdd815c31381f533e3d071375358897d3d62f93,0.195129,,keep,,yes
images/3824057220-iiw381gfojuobm5ra9tq39nrsa41__p001.png,3824057220_iiw381gfojuobm5ra9tq39nrsa41.pdf,1,pdf,1654,2339,0,0.919,no,0.000,no,no,5353.722,230.482,58.479,-0.000,0.685,no,no,accepted,,44fc0fd32a7b4d2ff5b17f591cc743ef930b51eaac9e3f911db179fcd8c3d0c9,0.226679,,keep,,yes
images/3855579444-8dripct5ibv5xjfcdww0cewt9drb.png,3855579444_8dripct5ibv5xjfcdww0cewt9drb.jpeg,1,image,2664,3465,0,0.935,no,0.967,yes,yes,415.555,121.666,19.787,0.500,0.542,no,yes,corrected,perspective_corrected;cropped;contrast_enhanced,417ad5b80cc2d44f1629159d1da76fedcfbcf913fca4837f3468f1f76c7c5e17,1.000000,,keep,,yes
images/3855579446-e38xshoew64cdazf737mrqb4l3ye.png,3855579446_e38xshoew64cdazf737mrqb4l3ye.jpeg,1,image,2760,3569,0,0.915,no,0.974,yes,yes,599.870,121.596,21.550,-0.000,0.693,no,yes,corrected,perspective_corrected;cropped;contrast_enhanced,e4ed6d64771802b2b765af04587390f4c9ecf3f1946aa114ed7f7bb3e6f53060,1.000000,,keep,,yes
images/3856646160-ttuk6c3c6udi9f05082f5h57b05d__p001.png,3856646160_ttuk6c3c6udi9f05082f5h57b05d.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,6909.785,235.623,55.029,-0.000,0.779,no,no,accepted,,9848be2d8c40f329324029a9d914d9c31c207cbb8e6f9021c74e54db90d2e516,0.169777,,keep,,yes
images/3856825428-jmfhude89bq2r14kjxe1g8kvalp8__p001.png,3856825428_jmfhude89bq2r14kjxe1g8kvalp8.pdf,1,pdf,1653,2339,0,0.929,no,0.000,no,no,2063.478,246.796,36.207,0.250,0.670,no,no,accepted,,7f8201e663c8ec327fb863304c2d9bbf64a52324f1ba5033553a859582fb6602,0.049709,,keep,,yes
images/3856825428-jmfhude89bq2r14kjxe1g8kvalp8__p002.png,3856825428_jmfhude89bq2r14kjxe1g8kvalp8.pdf,2,pdf,1653,2339,0,0.896,no,0.000,no,no,2331.411,243.290,44.029,-0.000,0.629,no,no,accepted,,a96d2001bbd1c032101f3ccd67ef1d9c440704b04da271d99e64fa89dbd3c310,0.066464,,keep,,yes
images/3856825428-jmfhude89bq2r14kjxe1g8kvalp8__p003.png,3856825428_jmfhude89bq2r14kjxe1g8kvalp8.pdf,3,pdf,2339,1653,0,0.922,no,0.000,no,no,5144.324,247.157,32.728,-0.000,0.689,no,no,accepted,,5fdbf4102df925b831c74ce7033d64a7bd4e814caea7f3b7d70e5038273c315e,0.046089,,keep,,yes
images/3857752770-82c4hux92atjfbno7pxfqwhh1j39__p001.png,3857752770_82c4hux92atjfbno7pxfqwhh1j39.pdf,1,pdf,1654,2339,0,0.902,no,0.000,no,no,3538.013,249.327,28.585,-0.000,0.647,no,no,accepted,,f04d14e4d2f3da024af0f2f5453a4396a69466f90dbc6e5ba52874cbc539db22,0.033175,,keep,,yes
images/3863282034-t38us8scyek6a93ausxkw1sdajfv__p001.png,3863282034_t38us8scyek6a93ausxkw1sdajfv.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,4692.607,246.225,34.797,-0.000,0.809,no,no,accepted,,eacbf3219c1ffc08b4d81c0df5c884fc66bd29f18ac6a54d248896d2d9eebda7,0.053854,,keep,,yes
images/3863282048-ozb7l2xdnkuq4rj4qqm71qf6r7bl__p001.png,3863282048_ozb7l2xdnkuq4rj4qqm71qf6r7bl.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,4134.962,247.007,33.275,-0.000,0.775,no,no,accepted,,b37411d601e32176552614186b14caa2850bfac25d622686f2e36943feb276f0,0.048814,,keep,,yes
images/3892094516-2hlhm85qwujciut6kana62w9ddmz__p001.png,3892094516_2hlhm85qwujciut6kana62w9ddmz.pdf,1,pdf,1654,2339,0,0.918,no,0.000,no,no,4348.765,231.913,57.121,-0.000,0.693,no,no,accepted,,5733902c20ac8076bfb80744781de8aeea6a75679185f09107ed5d8b823a0310,0.219322,,keep,,yes
images/3893364868-31nsjtvm3juno6kanhrt95m9qfuq__p001.png,3893364868_31nsjtvm3juno6kanhrt95m9qfuq.pdf,1,pdf,1654,2338,0,0.922,no,0.000,no,no,3810.654,243.869,34.125,-0.250,0.651,no,no,accepted,,89448afd8d817d996c58c9c8c55c1a1e6e2e2067da013fff7222dadee8f7dcb0,0.109850,,keep,,yes
images/3893364876-x32o85kipaywvjxzpcoobe4nbgnq__p001.png,3893364876_x32o85kipaywvjxzpcoobe4nbgnq.pdf,1,pdf,1654,2338,0,0.909,no,0.000,no,no,3863.610,243.876,34.141,-0.250,0.681,no,no,accepted,,700bef55059585193e02bfcdd92861184401b5e0dac654f67179e929c35d414d,0.109448,,keep,,yes
images/3893364884-h8nw6xiv18iwaave5m653rr1cqs7__p001.png,3893364884_h8nw6xiv18iwaave5m653rr1cqs7.pdf,1,pdf,1654,2338,0,0.924,no,0.000,no,no,3672.355,244.192,33.609,-0.250,0.625,no,no,accepted,,d523861283fca88bac750889908043d89bf509a1e7df6a687c2c9d6000636fbf,0.107044,,keep,,yes
images/3893364885-z27wxwz1kavkegabf1i8z2pcox4t__p001.png,3893364885_z27wxwz1kavkegabf1i8z2pcox4t.pdf,1,pdf,1654,2338,0,0.923,no,0.000,no,no,3703.508,244.137,33.610,-0.250,0.670,no,no,accepted,,98de6d3fe83d4424026a1a597db28d903b82a7386da773353392a5757ab9c9e1,0.108235,,keep,,yes
images/3893583494-eprpqcv3wa750640t2u3ywdc9lmx__p001.png,3893583494_eprpqcv3wa750640t2u3ywdc9lmx.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,4260.508,246.533,33.986,-0.000,0.794,no,no,accepted,,bb069a59bd8442b394e474590441b495294daa88a9527bbd7b1cf8f2fa4d6a60,0.053974,,keep,,yes
images/3893583513-h6derf1wxcfdw2syl7zkmvfayzom__p001.png,3893583513_h6derf1wxcfdw2syl7zkmvfayzom.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,4759.355,245.928,35.034,-0.000,0.812,no,no,accepted,,0b44d6e5235afda226961993692bbb5a926ab8fb6ad464c66f92af8d0bbcd551,0.057871,,keep,,yes
images/3893583523-tyo0xbiso5rafxhzj5g40axcckou__p001.png,3893583523_tyo0xbiso5rafxhzj5g40axcckou.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,4756.795,245.934,35.018,-0.000,0.812,no,no,accepted,,670ec8750d8db51ae0e67236acfd6b1dec772f38d17af58ad14dd0b798e264b4,0.057837,,keep,,yes
images/3915905925-ope5sa0465j8zpxm60amr01v2txy__p001.png,3915905925_ope5sa0465j8zpxm60amr01v2txy.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,6111.788,243.875,39.399,-0.000,0.738,no,no,accepted,,9d2a0da74b592d2a59951afcea99e82012c22efea9258e006ad8ae7ea8454e42,0.076454,,keep,,yes
images/3915905925-ope5sa0465j8zpxm60amr01v2txy__p002.png,3915905925_ope5sa0465j8zpxm60amr01v2txy.pdf,2,pdf,1654,2339,0,0.790,no,0.000,no,no,4668.863,246.954,34.553,-0.000,0.625,no,no,accepted,,15261a98f8737c620d1d750490a9edaba3d8b74052ef476ea259f693893279e2,0.054033,,keep,,yes
images/3915905925-ope5sa0465j8zpxm60amr01v2txy__p003.png,3915905925_ope5sa0465j8zpxm60amr01v2txy.pdf,3,pdf,1654,2339,0,0.910,no,0.000,no,no,2645.394,249.591,28.542,-0.000,0.636,no,no,accepted,,919fe6def4dc7c7ac9e0afb955132e5a65510723ec119ae0ce474e2f92a9d3cf,0.039526,,keep,,yes
images/3915905927-h02v2n9qkj3lv2le3z08wuzsafa2__p001.png,3915905927_h02v2n9qkj3lv2le3z08wuzsafa2.pdf,1,pdf,1654,2339,0,0.921,no,0.000,no,no,6046.816,243.983,39.375,-0.000,0.708,no,no,accepted,,6766969a82382e5dca6f0dc533643fab02980ffe4a8f299b081edc1f0f4eba99,0.075570,,keep,,yes
images/3915905927-h02v2n9qkj3lv2le3z08wuzsafa2__p002.png,3915905927_h02v2n9qkj3lv2le3z08wuzsafa2.pdf,2,pdf,1654,2339,0,0.924,no,0.000,no,no,3230.940,248.797,30.553,-0.000,0.640,no,no,accepted,,5fd573e9eb82ae164daa6dc2359036b02aa7c8c0753b8f49f7aff8cc312ca98c,0.043841,,keep,,yes
images/3918436702-90l8y76kcm3co1jrane7wjgud2wc.png,3918436702_90l8y76kcm3co1jrane7wjgud2wc.jpeg,1,image,3000,4000,0,0.921,no,0.824,no,no,1603.957,143.494,41.105,-0.250,0.651,no,no,review,document_contour_uncertain,9e57f69e85613cf9db00baaf5345d3f886e0802682405fa29e9ac62d06eb4695,1.000000,,review,,yes
images/3919432137-3mirxewy1cbwodo2iypfk2jjweez.png,3919432137_3mirxewy1cbwodo2iypfk2jjweez.jpeg,1,image,3000,4000,0,0.929,no,0.737,no,no,1260.916,145.966,29.812,0.500,0.588,no,no,review,document_contour_uncertain,a6054bbbdfd27dc60de409f246ea3f76d2dc1626ed432f1bc9ab4b9bdeae2ebb,0.999991,,review,,yes
images/3920637900-5rlpomwzoztz5f8ur86ejvvwp7av__p001.png,3920637900_5rlpomwzoztz5f8ur86ejvvwp7av.pdf,1,pdf,1654,2339,0,0.923,no,0.000,no,no,4274.693,246.515,34.026,-0.000,0.782,no,no,accepted,,5aaed12bf0c8f50ddf968f626494c54ead79051204d57f79235a93bfaade06a3,0.054125,,keep,,yes
images/3926298509-z0lxoc3lm1gtfai982wfro0tx1g0__p001.png,3926298509_z0lxoc3lm1gtfai982wfro0tx1g0.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,2444.004,244.447,41.019,-0.000,0.711,no,no,accepted,,f442a2340ff062e5f81b5681aa296b93c13d7955b3f1f73bc544e1564a08d01a,0.062366,,keep,,yes
images/3926298509-z0lxoc3lm1gtfai982wfro0tx1g0__p002.png,3926298509_z0lxoc3lm1gtfai982wfro0tx1g0.pdf,2,pdf,1653,2339,0,0.918,no,0.000,no,no,1804.222,248.670,29.005,-0.000,0.651,no,no,accepted,,ce3f72acdf2845195b3c2fdafcdacbd53f5071e8a7ba04a6139277bfc73cd74d,0.043730,,keep,,yes
images/3926298509-z0lxoc3lm1gtfai982wfro0tx1g0__p003.png,3926298509_z0lxoc3lm1gtfai982wfro0tx1g0.pdf,3,pdf,1653,2339,0,0.927,no,0.000,no,no,1650.514,250.065,26.061,-0.250,0.561,no,no,review,overexposed,814fd2d605bf39fe02a0423e48dddfe36f2bbeedf6f008ad8b23b9bfecf29f23,0.032828,,review,,yes
images/3926298509-z0lxoc3lm1gtfai982wfro0tx1g0__p004.png,3926298509_z0lxoc3lm1gtfai982wfro0tx1g0.pdf,4,pdf,1653,2339,0,0.928,no,0.000,no,no,5323.325,240.162,44.023,-0.000,0.865,no,no,accepted,,26a95e1679506dce5a1db22f5933a9405b158f80584b12b25bf108f255f27d95,0.096428,dup_008,review,exact_duplicate,yes
images/3950837833-zh49b7i5bh6lp4fwxb5eh9bol1dw__p001.png,3950837833_zh49b7i5bh6lp4fwxb5eh9bol1dw.pdf,1,pdf,1654,2339,0,0.923,no,0.000,no,no,4091.081,241.287,43.764,-0.000,0.711,no,no,accepted,,5516e458ee4baad6aa0267626ae1f7d3d9498e4a856b51ce914b60adc7900510,0.092536,,keep,,yes
images/3950837833-zh49b7i5bh6lp4fwxb5eh9bol1dw__p002.png,3950837833_zh49b7i5bh6lp4fwxb5eh9bol1dw.pdf,2,pdf,1654,2339,0,0.923,no,0.000,no,no,4453.336,243.679,37.594,-0.000,0.843,no,no,accepted,,08c42305a8d77264e362cfb824a52e2958ca03f25fc794b6625eec156d5be6cc,0.096792,,keep,,yes
images/3950837833-zh49b7i5bh6lp4fwxb5eh9bol1dw__p003.png,3950837833_zh49b7i5bh6lp4fwxb5eh9bol1dw.pdf,3,pdf,1654,2339,0,0.915,no,0.000,no,no,7345.384,237.743,45.765,-0.000,0.978,no,no,accepted,,82e5026e69370ef7dfd3e5e0e18af505ef2099d1920a0af680b004c8a9bb6ce9,0.130063,,keep,,yes
images/3950837833-zh49b7i5bh6lp4fwxb5eh9bol1dw__p004.png,3950837833_zh49b7i5bh6lp4fwxb5eh9bol1dw.pdf,4,pdf,1654,2339,0,0.908,no,0.000,no,no,4189.051,247.787,28.623,-0.000,0.828,no,no,accepted,,9ca6c8dc92ed26373ba7d9b8ec7d2a245c2ce6d6e0cb7ec44cf7ba118cf0d3b6,0.070614,,keep,,yes
images/3950930183-ksucr5kmhmc0tohp202trzmjskcy__p001.png,3950930183_ksucr5kmhmc0tohp202trzmjskcy.pdf,1,pdf,1653,2339,0,0.687,no,0.000,no,no,5349.530,245.386,38.653,-0.000,0.677,no,no,accepted,,5b6143aa9e9dc6e57c0029cdf1c8bbb306b06ad86d2542a3395a8428c32a7b22,0.052825,,keep,,yes
images/3950930183-ksucr5kmhmc0tohp202trzmjskcy__p002.png,3950930183_ksucr5kmhmc0tohp202trzmjskcy.pdf,2,pdf,1653,2339,0,0.914,no,0.000,no,no,1319.429,252.580,19.432,-0.000,0.509,no,yes,review,contrast_enhanced;overexposed,b67476c738e96b75ef9a60f6a58cb9a92d965ff63d0c10cb01c5c819de6b46fd,0.013950,,review,,yes
images/3950930183-ksucr5kmhmc0tohp202trzmjskcy__p003.png,3950930183_ksucr5kmhmc0tohp202trzmjskcy.pdf,3,pdf,1653,2339,0,0.633,no,0.000,no,no,4585.340,246.488,35.924,-0.000,0.741,no,no,accepted,,f6b63995054cbc9f0713d23c6ace1651b8ea3b8783f34ae9e0c89de36383f434,0.047860,,keep,,yes
images/3960060574-9bg31ixcgsx7ybmkqctzmx2l16hs.png,3960060574_9bg31ixcgsx7ybmkqctzmx2l16hs.jpeg,1,image,1284,2009,0,0.918,no,0.000,no,no,1796.343,247.463,31.446,-0.000,0.719,no,no,accepted,,9bd0a87f519a814866ab01f72c2d38670762f95a8f1b38bdaab103d997581319,0.061024,,keep,,yes
images/3968057950-wnddvnip3rrwmd5z5e1gj18pyac0__p001.png,3968057950_wnddvnip3rrwmd5z5e1gj18pyac0.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,4150.691,247.608,32.349,-0.000,0.719,no,no,accepted,,148fad53f78211a2baf3e34343ac1bc8bb56f763440f98614f89847cb51c0cb8,0.044174,,keep,,yes
images/3968057950-wnddvnip3rrwmd5z5e1gj18pyac0__p002.png,3968057950_wnddvnip3rrwmd5z5e1gj18pyac0.pdf,2,pdf,1653,2339,0,0.256,no,0.000,no,no,2605.541,250.014,27.181,-0.000,0.689,no,no,review,overexposed,1fc45f325b58ec1697ed4330355a0225361c80fbb12eb3999329baa56de86a44,0.028653,,review,,yes
images/3968057958-ci3ionkwerc0a5f06pb7m3lnbvfa__p001.png,3968057958_ci3ionkwerc0a5f06pb7m3lnbvfa.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,4174.223,247.592,32.380,-0.000,0.719,no,no,accepted,,3b2c8bc4aa51dbeca47b7f70e402bdee98ea9d3a5d8d4f69d4123104d5581d94,0.044272,,keep,,yes
images/3968057958-ci3ionkwerc0a5f06pb7m3lnbvfa__p002.png,3968057958_ci3ionkwerc0a5f06pb7m3lnbvfa.pdf,2,pdf,1653,2339,0,0.256,no,0.000,no,no,2621.749,250.000,27.220,-0.000,0.689,no,no,accepted,,698fb3d6328104100e36f9006299c56f8f12d7345e234f0ef55286653e3de67b,0.028738,,keep,,yes
images/3977326714-fbvjbpxa0uqxtdv382rpri7w8eoi__p001.png,3977326714_fbvjbpxa0uqxtdv382rpri7w8eoi.pdf,1,pdf,1653,2339,0,0.922,no,0.000,no,no,2944.114,243.408,42.280,-0.000,0.715,no,no,accepted,,b855dea972b997bbb37cda73b998348b41b3d9d4a8289ba31c3c40c5f774b806,0.069709,,keep,,yes
images/3977326714-fbvjbpxa0uqxtdv382rpri7w8eoi__p002.png,3977326714_fbvjbpxa0uqxtdv382rpri7w8eoi.pdf,2,pdf,1653,2339,0,0.925,no,0.000,no,no,2458.195,244.513,36.924,-0.000,0.704,no,no,accepted,,d5c02fe20b1d16248ab11b4ba31f15430e448d14fd356e86ff1fd7242cbecceb,0.072088,,keep,,yes
images/3977326714-fbvjbpxa0uqxtdv382rpri7w8eoi__p003.png,3977326714_fbvjbpxa0uqxtdv382rpri7w8eoi.pdf,3,pdf,1653,2339,0,0.927,no,0.000,no,no,2030.632,247.923,30.876,-0.000,0.700,no,no,accepted,,8662ba970f0c5494188e9ac75de5a72b8d22873313058f33a5374c592f5b6d13,0.047350,,keep,,yes
