image,source_document,page,source_type,width,height,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/22584368099328-bsnqo3ga00k6x9oao9rl0zmiyigo__p002.png,22584368099328_bsnqo3ga00k6x9oao9rl0zmiyigo.pdf,2,pdf,1653,2339,e5ed930654f066175fdabc3545e657e8f9d9008dabcbc1008ae414a973f38480,0.064182,,keep,,yes
images/22584368107520-nzofzqfi2pcr5lcjiwyon3majdit__p001.png,22584368107520_nzofzqfi2pcr5lcjiwyon3majdit.pdf,1,pdf,1653,2339,4ff42d95e3a7dcfc925ebd0300f678e62fa6f8a5db61e63912779c3db3015e3c,0.083930,,keep,,yes
images/22584368107520-nzofzqfi2pcr5lcjiwyon3majdit__p002.png,22584368107520_nzofzqfi2pcr5lcjiwyon3majdit.pdf,2,pdf,1653,2339,ff456af7b0f405f162ec0a940fb1302cb65b2049dc1b79edb79458f5a187f5a6,0.063984,,keep,,yes
images/22584368111616-56qhtcxlv6fqkrt5nx60b3fmqays__p001.png,22584368111616_56qhtcxlv6fqkrt5nx60b3fmqays.pdf,1,pdf,1653,2339,ddf1a554379bff64d071826e0e80d308fe971f30969c0b4be2b222a3be50e2f4,0.099592,,keep,,yes
images/22584368115712-n0k8ufgkkffjjneg7necio53s1jl__p001.png,22584368115712_n0k8ufgkkffjjneg7necio53s1jl.pdf,1,pdf,1653,2339,3da47564fe4464911771523ec1a324e36200a50533a8e962358810ee76e2f223,0.075190,,keep,,yes
images/22584368115712-n0k8ufgkkffjjneg7necio53s1jl__p002.png,22584368115712_n0k8ufgkkffjjneg7necio53s1jl.pdf,2,pdf,1653,2339,59d62ac47be69d6af72cc71ec900a478a0950f25658108eb36c54eab5f27335d,0.059799,,keep,,yes
images/22584368123904-edbw0j88u65ogcr98lywyt4wqeg3__p001.png,22584368123904_edbw0j88u65ogcr98lywyt4wqeg3.pdf,1,pdf,1653,2339,8d706537326db3dff4e2878f512e33740284d02362b537e5589a53001a73ad88,0.069253,,keep,,yes
images/22584368123904-edbw0j88u65ogcr98lywyt4wqeg3__p002.png,22584368123904_edbw0j88u65ogcr98lywyt4wqeg3.pdf,2,pdf,1653,2339,bbac69d7039c7215a2ee2b8c4e7818d5573c497d396f02b49eb3001d17560cb2,0.059025,,keep,,yes
images/22584368128000-e0sjxff3hjh12p8r86q31nw4e5bo__p001.png,22584368128000_e0sjxff3hjh12p8r86q31nw4e5bo.pdf,1,pdf,1653,2339,d07d373519fa1ae22f4f22dadc616e6f69cd8d7f1bd1beda7c56f5b775c4c861,0.094195,,keep,,yes
images/22584368128000-e0sjxff3hjh12p8r86q31nw4e5bo__p002.png,22584368128000_e0sjxff3hjh12p8r86q31nw4e5bo.pdf,2,pdf,1653,2339,ef677ce64a952a6e86bdc5456f78bdb2e4ad542fe77740d81954ec4c61c20946,0.064863,,keep,,yes
images/22584368132096-gplhbrv42nbezaq1lzw8174npzs3__p001.png,22584368132096_gplhbrv42nbezaq1lzw8174npzs3.pdf,1,pdf,1653,2339,d9b6e171d8ea687879da111c53cb8967be252746449cbb2230a1ed27db289a07,0.085892,,keep,,yes
images/22584368136192-t4qaxoiwpg0gn87krn170jdzy5vb__p001.png,22584368136192_t4qaxoiwpg0gn87krn170jdzy5vb.pdf,1,pdf,1653,2339,a7633d57892c91bb3adf2be8f6ce050f36c70537fe4abc2c55f9581022fd79cc,0.085872,,keep,,yes
images/22584368140288-z4pgg23u6kz7mlas4f551iagrdec__p001.png,22584368140288_z4pgg23u6kz7mlas4f551iagrdec.pdf,1,pdf,1653,2339,4106b736ee57bcfe3366e8df2ae3aa0192a5e8b008130617e6ff576584d387d9,0.110238,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p001.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,1,pdf,1654,2339,89b86331defcbb209e6b1722b9921946e1ee465ee7bf290b2bada9c0d9f4f9e2,0.147979,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p002.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,2,pdf,1654,2339,dbcca79ba6eb37b22d3e57ad42886cd1ce1974d4e23198848b307fd6d2e5260d,0.104210,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p003.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,3,pdf,1654,2339,b4f0a4582bb128825f99c823c216a307e96f7194fad5d2ec7558dcc166615988,0.132875,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p004.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,4,pdf,1654,2339,7dc9dfc6365e400a9ed982c2749be91904e5526531ee6038363ad045ac87266e,0.171398,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p005.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,5,pdf,1654,2339,9c1ee1062358821931449c373b8bbf28e396da6f885bde996e2147a23c5e5844,0.130614,,keep,,yes
images/22584368148480-gmhho2e4zx5941kr6l8lo1bjjjdt__p006.png,22584368148480_gmhho2e4zx5941kr6l8lo1bjjjdt.pdf,6,pdf,1654,2339,3d09fdbf6adf50da77bbcfd15ff508792127ce3e26a395c28b8961be45931885,0.132012,,keep,,yes
images/22584368156672-k1q46k3093tybqewnynjw0qblsvs__p001.png,22584368156672_k1q46k3093tybqewnynjw0qblsvs.pdf,1,pdf,6089,9212,629e495f8f69548e8e8fe2fdcd67f1777581d114e8173f000b24d1da38115239,0.127078,,keep,,yes
images/22589955518464-fgz26fzk6dxa2kir99d9d4xk2gvc__p001.png,22589955518464_fgz26fzk6dxa2kir99d9d4xk2gvc.pdf,1,pdf,1654,2339,512e94242027fcd76d5182ae71d601acbaa8593cfdcd37b72eac961f88188c94,0.024907,,keep,,yes
images/22590040588288-t832bx3rse25job0tyg3nxenk5th__p001.png,22590040588288_t832bx3rse25job0tyg3nxenk5th.pdf,1,pdf,1700,2200,47f33c4e4ac8386d135c1699f2552403eead466b3316e0af10fcbe104f072e83,0.112501,,keep,,yes
images/22957638189056-rsw0ysrwkjuen1i1o1xdd0v989sh__p001.png,22957638189056_rsw0ysrwkjuen1i1o1xdd0v989sh.pdf,1,pdf,1654,2339,5c8c2ea63ec1b069feb046f98d7dcb0421ee9156ea5f1b8b4727cb079f873171,0.140206,,keep,,yes
images/22957638189056-rsw0ysrwkjuen1i1o1xdd0v989sh__p002.png,22957638189056_rsw0ysrwkjuen1i1o1xdd0v989sh.pdf,2,pdf,1654,2339,3c09f3d16998a9dca75812cc1e33c94bdad9dc13d371e7cb36894bbc7b3ecb4a,0.103452,,keep,,yes
images/23-1-dipro-pneu__p001.png,23-1 DIPRO PNEU.pdf,1,pdf,1654,2339,e8abe032d4f0e0886cb3e8d937a9c82c5c9b6cd300f2b6aa4e54650844b1ec00,0.077748,,keep,,yes
images/23-10-orange__p001.png,23-10 ORANGE.pdf,1,pdf,1654,2339,fbc4a43e5e160d2aea9f13adca004180aa6d501fcd0afde6f93a170cd830d6f5,0.098982,,keep,,yes
images/23384685322240-ndxme64inb1qhjwjo36yuait1s1i__p001.png,23384685322240_ndxme64inb1qhjwjo36yuait1s1i.pdf,1,pdf,1653,2339,a0e9ebd4115951565eb1d41cd0e907518bcdce25f22b2f8cc5445f49caa3d985,0.082887,,keep,,yes
images/23384685322240-ndxme64inb1qhjwjo36yuait1s1i__p002.png,23384685322240_ndxme64inb1qhjwjo36yuait1s1i.pdf,2,pdf,1653,2339,48e6e2842a3608cab1022520079b66c4cfc0251210eedd927416390ec07cbfe9,0.077039,,keep,,yes
images/23384685322240-ndxme64inb1qhjwjo36yuait1s1i__p003.png,23384685322240_ndxme64inb1qhjwjo36yuait1s1i.pdf,3,pdf,1653,2339,e981fe703577566588f3e585713f38a3221ab6a2fea54a82619645707618966f,0.052275,,keep,,yes
images/23422762954752-qqbsjnk1znf5x8wcwht0avv77wnj__p001.png,23422762954752_qqbsjnk1znf5x8wcwht0avv77wnj.pdf,1,pdf,1660,2346,40349b3b7c0cf369b4b9420d45e783b499ba2084e43235629d92214aeb6ee735,0.187139,,keep,,yes
images/23422762958848-y6jrfykkpyeye0chgefzjckps0z5__p001.png,23422762958848_y6jrfykkpyeye0chgefzjckps0z5.pdf,1,pdf,1658,2349,0660ddb0058404007b04965f4ba3ced754e49b6609f1fc5d6631ffd36235ac0e,0.189201,,keep,,yes
images/23422762962944-5v4e0iifx5592sng8tgh4ks69ewc__p001.png,23422762962944_5v4e0iifx5592sng8tgh4ks69ewc.pdf,1,pdf,1660,2348,eb6389cbf3b7564c53459a1b89807007f5d21c35ef16581203cf90b407c30438,0.187168,,keep,,yes
images/23422762967040-tohxkj8d44ntvl0quyhnnxqnpn3c__p001.png,23422762967040_tohxkj8d44ntvl0quyhnnxqnpn3c.pdf,1,pdf,1656,2343,409c84e2d6f64aae209b13f33edf4b9e84c3daebfc975690598733b93a83287d,0.189561,,keep,,yes
images/23422762971136-saveekpcsitarzcdd59q0nsdz7hf__p001.png,23422762971136_saveekpcsitarzcdd59q0nsdz7hf.pdf,1,pdf,1656,2345,7ca756b5ffe77461eaad08ec0ce8b22828adb551c006efa958060b1104e67280,0.188646,,keep,,yes
images/23422762975232-czjx5yqxxmzxuwppqpzqy31kye5u__p001.png,23422762975232_czjx5yqxxmzxuwppqpzqy31kye5u.pdf,1,pdf,1660,2345,db44bbe4ba8336cc7e034c4cc5ffc9a7e8df51930a68743e87df442f64a0aa5c,0.188898,,keep,,yes
images/23422762979328-dtqysho7k4ngq5tdly69s2jnmcqy__p001.png,23422762979328_dtqysho7k4ngq5tdly69s2jnmcqy.pdf,1,pdf,1662,2340,cc713c73aed62388c004e67c51eb2663da3e64f71fc2a46e8bfd7f0d1c3e2462,0.188167,,keep,,yes
images/23422762983424-cktnme44ujxkp9115cwwbhkaq8ry__p001.png,23422762983424_cktnme44ujxkp9115cwwbhkaq8ry.pdf,1,pdf,1656,2346,f42090cc53c8790ce3264effcd540801dec34b87a1b4651193fde250e02c9fef,0.188507,,keep,,yes
images/23422762987520-rx38hyw4yg2bel9nputu6q4yj4f3__p001.png,23422762987520_rx38hyw4yg2bel9nputu6q4yj4f3.pdf,1,pdf,1662,2342,0ae67362b1a417cf7d3a4c25cda404bb9d0e6dbda7885fef5a9c11efa94f1c86,0.186783,,keep,,yes
images/23422762991616-a5ecro8s81baaq1x4384jkejiy2y__p001.png,23422762991616_a5ecro8s81baaq1x4384jkejiy2y.pdf,1,pdf,1656,2347,cb01bcb8054b40dbb43f4115f7de132471a2f9ddb3900ecffdfd25382df3a12c,0.187642,,keep,,yes
images/23422762995712-pe7op3s4w7ws7l2xfyy1hj9cikdj__p001.png,23422762995712_pe7op3s4w7ws7l2xfyy1hj9cikdj.pdf,1,pdf,1666,2344,24480ae15618efeeb250b6852474833e7995cf99a5d382294f320d00697d2ad9,0.190027,,keep,,yes
images/23422762999808-emqdi4h1xh2mt1rl9b9jk8zjnqkd__p001.png,23422762999808_emqdi4h1xh2mt1rl9b9jk8zjnqkd.pdf,1,pdf,1674,2349,d398ee32e02c84e1be5da1cf101cffc3e26a6210111ba46a0bf967b5894f4f17,0.188502,,keep,,yes
images/23422763003904-eym2w9ys2l8edd8bxarcsx95zpg2__p001.png,23422763003904_eym2w9ys2l8edd8bxarcsx95zpg2.pdf,1,pdf,1658,2347,4777e4dbc80e11368893fd8c5aa3fbce45a2c84f5767268df2144363eb466914,0.186253,,keep,,yes
images/23422763008000-q0wmkum05dvzchtc38o9ebwpj9h1__p001.png,23422763008000_q0wmkum05dvzchtc38o9ebwpj9h1.pdf,1,pdf,1660,2342,11e1c64905785b58f6ce2354e36958e8beaa60d1f7c1243d4c617a38cb245569,0.189915,,keep,,yes
images/23422763012096-vnx4c64w82lrwc6ckwemxqo94osa__p001.png,23422763012096_vnx4c64w82lrwc6ckwemxqo94osa.pdf,1,pdf,1656,2346,dcbb5d817a81d649486d80684ccdce26e14a28a045ce2ae2dea1344d302fb44d,0.188577,,keep,,yes
images/23422763016192-xaf6da1e1n0wtiof4aglljbftktn__p001.png,23422763016192_xaf6da1e1n0wtiof4aglljbftktn.pdf,1,pdf,1662,2346,b4295d23e2045d62293626df83c83af71c329bb43a93854a3e1037428dab9ae2,0.188554,,keep,,yes
images/23422763024384-ogaqv0o292vuwi5l8h9mzrl7pitf__p001.png,23422763024384_ogaqv0o292vuwi5l8h9mzrl7pitf.pdf,1,pdf,1660,2348,66b51be457320caebd2db7f0b59b6fc696301ec264629371ea84178e9b5e1716,0.189163,,keep,,yes
images/23422763028480-o8fraov9rzb6mg7pvyie6eialsjb__p001.png,23422763028480_o8fraov9rzb6mg7pvyie6eialsjb.pdf,1,pdf,1662,2344,9fc809c4852e7a80a8175fc95141af402be24edc05db69c18b36a363c61ab357,0.189734,,keep,,yes
images/23422763032576-onbcsp5urb6zq6v3uslu6fd31p05__p001.png,23422763032576_onbcsp5urb6zq6v3uslu6fd31p05.pdf,1,pdf,1660,2348,8f00fbe13990a2b83037ee9a086c0d15113f4377e2a0ab16407ff2dd2eee0992,0.080115,,keep,,yes
images/23422763036672-7lbwkmnzdjf5d2d7cmwb3ucenncs__p001.png,23422763036672_7lbwkmnzdjf5d2d7cmwb3ucenncs.pdf,1,pdf,1656,2346,3d9397a0ae1ebc3efe7bb54b6cf69c02b050d51bfacea4db5e6cb7dd88b80476,0.190903,,keep,,yes
images/23422763040768-pjaebu8fh167xk37j4go7ap124xx__p001.png,23422763040768_pjaebu8fh167xk37j4go7ap124xx.pdf,1,pdf,1654,2343,5e3fc363326741a655d6e4bd0ccdc963264644eae221422d997a82fa984f07b8,0.189116,,keep,,yes
images/23422763044864-ywq7132oonu4o9yilwec3n8yraxa__p001.png,23422763044864_ywq7132oonu4o9yilwec3n8yraxa.pdf,1,pdf,1660,2345,3a34f789f7e1b1b78753bee556f62faf2c6d05aa69fc5f8f050d08bc0faf562a,0.190361,,keep,,yes
images/23422763053056-ctsqw0cdx4076brot2u32tu9qr6f__p001.png,23422763053056_ctsqw0cdx4076brot2u32tu9qr6f.pdf,1,pdf,1656,2343,26d855909eafe24962aa224ca26af99ab2ea4af3bebc165a8999f082672cf6ef,0.189416,,keep,,yes
images/23422763061248-pdpck0y8y5jnh31zbcy6jm34oq0a__p001.png,23422763061248_pdpck0y8y5jnh31zbcy6jm34oq0a.pdf,1,pdf,1672,2349,228202dbbe5da7961cd4b91772df968fefb772428d19562df154f05d3d6148c2,0.186973,,keep,,yes
images/23422763065344-vhvu3dqbidj3q1gdho1afg7v4bsp__p001.png,23422763065344_vhvu3dqbidj3q1gdho1afg7v4bsp.pdf,1,pdf,1656,2342,7acdf19dffb52de398dc4a947f31259be030dabe02c7eafce88ac609dd33dc3f,0.188635,,keep,,yes
images/23422763069440-iwmbais06cpl8ady20pnp5mmqjj2__p001.png,23422763069440_iwmbais06cpl8ady20pnp5mmqjj2.pdf,1,pdf,1660,2346,596cc922af707b91fe57feab856b1bbc97f34f160681e20572151a613ed9a9bf,0.187443,,keep,,yes
images/23422763073536-08rui7as5fpvtn1saltjqxhktmsf__p001.png,23422763073536_08rui7as5fpvtn1saltjqxhktmsf.pdf,1,pdf,1656,2345,a63b47c8729ebc0a732df852539f32a80d51b63de0fec4dd101b919f3cc63ff5,0.189526,,keep,,yes
images/23422763081728-lnqy2ke00l5b707wpx5yohdt0nek__p001.png,23422763081728_lnqy2ke00l5b707wpx5yohdt0nek.pdf,1,pdf,1654,2346,9a5468fccacc205999a0b7cf0b52994dfee7998c4ab19bc7e6358ee9ff6f774d,0.190302,,keep,,yes
images/23422763085824-4e5huvgafmzetpczghof7f3b12w2__p001.png,23422763085824_4e5huvgafmzetpczghof7f3b12w2.pdf,1,pdf,1662,2348,df7c02557c0ef269041dd928e2dc947bca69685c39d8960132f332d05ff37ded,0.188563,,keep,,yes
images/23422763089920-9blpte3bd54wet8ql779zg3ltovb__p001.png,23422763089920_9blpte3bd54wet8ql779zg3ltovb.pdf,1,pdf,1652,2343,35fe8721def9561bd18ca8fbaa14b2c60cd7e1d3c6b397d51267ebe956f7cfa3,0.189968,,keep,,yes
images/23422763094016-8rrycbojqaq7ca133cueaibnkyp0__p001.png,23422763094016_8rrycbojqaq7ca133cueaibnkyp0.pdf,1,pdf,1650,2344,f95c3252e5fd31b8193e053e4ee5949c55fe1716262b891ad5868e6b88e92954,0.190515,,keep,,yes
images/23422763098112-p00gebalabam8c4vq4njqzvsnqtp__p001.png,23422763098112_p00gebalabam8c4vq4njqzvsnqtp.pdf,1,pdf,1662,2342,db92f677986ad3f0b02d75af007908db2679dae2d6f2c46de9fd64c8bf91fb36,0.190246,,keep,,yes
images/23422763102208-iemic6qwwxpccm6n6pjc5weqeynz__p001.png,23422763102208_iemic6qwwxpccm6n6pjc5weqeynz.pdf,1,pdf,1660,2345,ced0683fcaf309e4ae37afba237a07cb4740b95c930d87535193496944f3b7e6,0.188720,,keep,,yes
images/23422763106304-jnbifqk9i3n9jfszb17ko2g88fwe__p001.png,23422763106304_jnbifqk9i3n9jfszb17ko2g88fwe.pdf,1,pdf,1656,2340,1e1e4a626d078e68a62b9cb6879e5d6c81bd2b9a3569a2f3b765fa9d4c2a6b5c,0.189184,,keep,,yes
images/23422763110400-m1kmkmq06swdfgjokblngj6npr65__p001.png,23422763110400_m1kmkmq06swdfgjokblngj6npr65.pdf,1,pdf,1658,2344,6c2e940650a8eabed717a122c4eeb95e0583900553da045612b43195131b5013,0.189315,,keep,,yes
images/23422763114496-6ljeuo5o86ak6mvpl83yqucx01gh__p001.png,23422763114496_6ljeuo5o86ak6mvpl83yqucx01gh.pdf,1,pdf,1671,2347,33569ca75b4d3ab4274721d774a136d25f5d7cccf742a835530baf59d3ccf8b5,0.187408,,keep,,yes
images/23422763118592-c6cbsc0t2ayaiomzzmwf1f9v4ti1__p001.png,23422763118592_c6cbsc0t2ayaiomzzmwf1f9v4ti1.pdf,1,pdf,1652,2337,01682e9aea54ac8d2c8e0d8efe7032f504c8fe010446a4e0cfe5c9169b45d40e,0.188964,,keep,,yes
images/23422763315200-1b3pqkup3850mil1680tmwo74bj2__p001.png,23422763315200_1b3pqkup3850mil1680tmwo74bj2.pdf,1,pdf,1654,2342,63d02dd3c945aece5d8a95824a5c67d6acbf5e2cda1b8cdb55d5274d052d603c,0.106713,,keep,,yes
images/23422763319296-cfz7zflponrq56oks7wgxxdpbxjt__p001.png,23422763319296_cfz7zflponrq56oks7wgxxdpbxjt.pdf,1,pdf,1668,2347,6392b78d33c71b33b7f96208bd733ff5e31ff33a9fb3a060e1e005b9034c1b1f,0.102875,,keep,,yes
images/23422763323392-a2p2gp0nyxzalof5ep7gwodfnk5p__p001.png,23422763323392_a2p2gp0nyxzalof5ep7gwodfnk5p.pdf,1,pdf,1656,2342,903cde2500f047f1d991d1f313d2064958a45c05a5ca6d0d03c10cc3098c5065,0.111449,,keep,,yes
images/23422763327488-3sx7yv85kqllau8rvxqfo07n6l43__p001.png,23422763327488_3sx7yv85kqllau8rvxqfo07n6l43.pdf,1,pdf,1658,2345,7049e8f2f65589e0444a271f83bb51877cfa55c15dd344cc1d473f28fc8eb172,0.132791,,keep,,yes
images/23422763393024-f6w59llcxlqriq0xgxc3ys7lqopv__p001.png,23422763393024_f6w59llcxlqriq0xgxc3ys7lqopv.pdf,1,pdf,1666,2341,52bf86dd6a1f6d839e16eb1bbc3662bc8bdc92e75a3b446da8ef13f194ac5f27,0.325722,,keep,,yes
images/23422763401216-47y099r1shs36nfrlowih5uez2nz__p001.png,23422763401216_47y099r1shs36nfrlowih5uez2nz.pdf,1,pdf,1664,2344,20f0d2088c99e8641fe1949aacc21a7aba485976afbbfdf0d61601a52f7ec501,0.326331,,keep,,yes
images/23422763454464-4cfyo9bya08oiw2eh6458at6oumx__p001.png,23422763454464_4cfyo9bya08oiw2eh6458at6oumx.pdf,1,pdf,1660,2346,c98539c33144be4a233b18b64a3871bbb2485fff36e29aaaaff935b170d6fc0c,0.093450,,keep,,yes
images/23422763458560-4qc8ykulud07lqs5rg3seojzmhzk__p001.png,23422763458560_4qc8ykulud07lqs5rg3seojzmhzk.pdf,1,pdf,1662,2345,8893812b0fcb80d9db38ed9a860c294cacb7d060eb55fbd3b9feb2b4350a0578,0.078678,,keep,,yes
images/23422763462656-60bpxrrxqh14tpgxiwjdnasijof5__p001.png,23422763462656_60bpxrrxqh14tpgxiwjdnasijof5.pdf,1,pdf,1666,2345,ff7012ddb1bad66bd48baaf1ad175fb15867b639ef44c40b6ff4794e37184925,0.075172,,keep,,yes
images/23422763466752-8lxhdewd6nrj60byrtsx953hr8z4__p001.png,23422763466752_8lxhdewd6nrj60byrtsx953hr8z4.pdf,1,pdf,1666,2345,8cd23759406bd3c70d5673fe3ee2c028e1f46ffd19064f4380ed890b2a87c4da,0.092512,,keep,,yes
images/23422763466752-8lxhdewd6nrj60byrtsx953hr8z4__p002.png,23422763466752_8lxhdewd6nrj60byrtsx953hr8z4.pdf,2,pdf,1662,2342,682320a2ce2790b8258c58e6aa706348b52f298a843a0577dee4e5cc74b65a91,0.019622,,keep,,yes
images/23422763679744-9iqe7zxk2ks0xov5z7kowl8ji27k__p001.png,23422763679744_9iqe7zxk2ks0xov5z7kowl8ji27k.pdf,1,pdf,1654,2342,6e9eb86575d68e5fc9c1e552411f3b36af8bde99b6c76ea289619d05443a787d,0.094599,,keep,,yes
images/23422763724800-isj0laax4pryyoj4rk8zm1kjsf8q__p001.png,23422763724800_isj0laax4pryyoj4rk8zm1kjsf8q.pdf,1,pdf,1658,2344,5d75eb1047917a2161de0dc7f8c4c0c7dc286e4637d6989df31ce6c4d7e65167,0.076687,,keep,,yes
images/23544048222208-yaclxtxb8mbgmhjw2l63m85zhe1f__p001.png,23544048222208_yaclxtxb8mbgmhjw2l63m85zhe1f.pdf,1,pdf,1653,2339,459d604bdc9cfcde785bbc797377e2dc3a3b2271b3cbdb0eb823624cd02c7c08,0.173113,,keep,,yes
images/23544048594944-jgn2g7rpcqu4iq2s0fai2uwvpzdq__p001.png,23544048594944_jgn2g7rpcqu4iq2s0fai2uwvpzdq.pdf,1,pdf,1653,2339,a9e4fb972b49eb1a337ae7738f1dbc0b2a25bda8abf142db792d40ea8fdb9ed1,0.130381,,keep,,yes
images/23544048594944-jgn2g7rpcqu4iq2s0fai2uwvpzdq__p002.png,23544048594944_jgn2g7rpcqu4iq2s0fai2uwvpzdq.pdf,2,pdf,1653,2339,e22926da2554cb684a3705cc26414cd6285d51f6627670872252fe4863924ea2,0.128223,,keep,,yes
images/23544048611328-cdvfef80gr9vtbsu3x8cr0ci8pr0__p001.png,23544048611328_cdvfef80gr9vtbsu3x8cr0ci8pr0.pdf,1,pdf,1653,2339,78a3cc42f5ff823a7ba27045693ef4173c8a505c3947caec395f7c2fcda64609,0.158143,,keep,,yes
images/23544048611328-cdvfef80gr9vtbsu3x8cr0ci8pr0__p002.png,23544048611328_cdvfef80gr9vtbsu3x8cr0ci8pr0.pdf,2,pdf,1653,2339,62410297f099f0cc1e4bf97f72f9c4125fa8df30ac867686e84f1a8e3fd9030e,0.091984,,keep,,yes
images/23544048615424-vcv5jt6brthivg6pk6x41ix97s2j__p001.png,23544048615424_vcv5jt6brthivg6pk6x41ix97s2j.pdf,1,pdf,1653,2339,cf9c8be55b9e83672cdbcb56a193b51155d0dac7ec5b3675fc0af7d968ba3519,0.142378,,keep,,yes
images/23544048615424-vcv5jt6brthivg6pk6x41ix97s2j__p002.png,23544048615424_vcv5jt6brthivg6pk6x41ix97s2j.pdf,2,pdf,1653,2339,e3886ebdb44bd361780b46a3206337eaf7e1db0a58ea6e4aca495201298da1a4,0.079932,,keep,,yes
images/23544048619520-xg15wtjnpo664g64d5r77s23v6zs__p001.png,23544048619520_xg15wtjnpo664g64d5r77s23v6zs.pdf,1,pdf,1653,2339,7b2cb07cba14eb71f17ed50427f2a049fdbdacab77e427aed0b8465851a8b9fb,0.063484,,keep,,yes
images/23544048652288-yx3ejlyrh5c27xbo3ep4lp3jc6xu__p001.png,23544048652288_yx3ejlyrh5c27xbo3ep4lp3jc6xu.pdf,1,pdf,1653,2339,5cc936bde43c721a09cc1f8680e790fbd673c450708a063012d59fdc1146ae1e,0.174193,,keep,,yes
images/23544048652288-yx3ejlyrh5c27xbo3ep4lp3jc6xu__p002.png,23544048652288_yx3ejlyrh5c27xbo3ep4lp3jc6xu.pdf,2,pdf,1653,2339,cbb0f536bb79678246f8acd482ffb27ebca6a58db8e6e85a7c5d9c279e4b6e6a,0.144657,,keep,,yes
images/23544048656384-4aag7k8y9vdsyosmng2msyk7abec__p001.png,23544048656384_4aag7k8y9vdsyosmng2msyk7abec.pdf,1,pdf,1653,2339,5ffada086438308f2593c7fe092e0e61873d4c720e5e2ffbb778570724189351,0.133235,,keep,,yes
images/23544048656384-4aag7k8y9vdsyosmng2msyk7abec__p002.png,23544048656384_4aag7k8y9vdsyosmng2msyk7abec.pdf,2,pdf,1653,2339,1a833ba61a4fcd97ac8324383c51abe467f0c1b36a07058b65fee47f025a6eaa,0.123137,,keep,,yes
images/23544048656384-4aag7k8y9vdsyosmng2msyk7abec__p003.png,23544048656384_4aag7k8y9vdsyosmng2msyk7abec.pdf,3,pdf,1653,2339,feece1b93a0438bba5018529e7f6d690c085e026a1fc4dc34a2d49c54a03edfe,0.142305,,keep,,yes
images/23544048656384-4aag7k8y9vdsyosmng2msyk7abec__p004.png,23544048656384_4aag7k8y9vdsyosmng2msyk7abec.pdf,4,pdf,1653,2339,a5e9bb4f6750b132bffbb7afc6062c74928b7681409888bba7b1950a0bee2e22,0.112079,,keep,,yes
images/23544048705536-z0s0zbum8jcv94cri9msq6jl8ncu__p001.png,23544048705536_z0s0zbum8jcv94cri9msq6jl8ncu.pdf,1,pdf,1653,2339,b6e88d8e48de1dff1cf7266a478bbe5cec8147daa48304441cf366ddcb508db4,0.209073,,keep,,yes
images/23544048717824-zv6j70m62kfcajnrtpgdalfl4mh3__p001.png,23544048717824_zv6j70m62kfcajnrtpgdalfl4mh3.pdf,1,pdf,1653,2339,cc623185bd163419a5792ab732f8d99c4a58fc1208efbabc13edabd1a71f32cb,0.134223,,keep,,yes
images/23544048717824-zv6j70m62kfcajnrtpgdalfl4mh3__p002.png,23544048717824_zv6j70m62kfcajnrtpgdalfl4mh3.pdf,2,pdf,1653,2339,bd7ff9ec9c7615cb80ad726ad95c52cfa3502395e4a83b83755f7495ae9a3718,0.114060,,keep,,yes
images/23544048779264-5ax92bw8bbp5j3wmxxrg0qqdf3kp__p001.png,23544048779264_5ax92bw8bbp5j3wmxxrg0qqdf3kp.pdf,1,pdf,1653,2339,fbeaa168ba651b7106d18530e5d8b2d9fbe5d472ec986d05fabde2c7e546e983,0.123649,,keep,,yes
images/23544048881664-f5xyc20w2mix2cx0clkiy0l9jo40__p001.png,23544048881664_f5xyc20w2mix2cx0clkiy0l9jo40.pdf,1,pdf,1653,2339,69a4e2dc1ae7a5d379498db88e6f98b31f3921aa0c18fc21beedc6066eabdbb8,0.122530,,keep,,yes
images/23544048881664-f5xyc20w2mix2cx0clkiy0l9jo40__p002.png,23544048881664_f5xyc20w2mix2cx0clkiy0l9jo40.pdf,2,pdf,1653,2339,806fd648fc8838f815061d8521748b0494b8ebfdcfa2a8808ff514a999ff2fb3,0.142087,,keep,,yes
images/23544048881664-f5xyc20w2mix2cx0clkiy0l9jo40__p003.png,23544048881664_f5xyc20w2mix2cx0clkiy0l9jo40.pdf,3,pdf,1653,2339,b36859ceb05b24038def71da41c56a415b66f8e583655e825bc11a3f13212bb8,0.148319,,keep,,yes
